table	id	source_file	offset	record_index	flags	jp_text	zh_text	status	encoded_complete	fixed_slot_status
frozen	zh_txt_1ef20901_0000FA_0001	msg/btl/002.m	0xFA	1	long_padding	「めんどくせーな・・・{CTRL_0101}<{CTRL_8100}@チョウジ！　こうたいしてくれ」	「真麻烦啊……{CTRL_0101}<{CTRL_8100}@丁次！换你上」            	translated_aligned		
frozen	zh_txt_1ef20901_000140_0002	msg/btl/002.m	0x140	2	long_padding	「うまく　こうたいできたようだな」{CTRL_0001}「こうたいしても　じぶんの　ターンは　おわらないから」{CTRL_0001}「せっきょくてきに　こうたいを　おこなうといい」	「看来顺利换人了」{CTRL_0001}「换人不会结束自己的回合」{CTRL_0001}「所以要积极使用换人」                                       	translated_aligned		
frozen	zh_txt_1ef20901_0001D8_0003	msg/btl/002.m	0x1D8	3	long_padding	「どうだ？　こうたいに　すこしは　なれたか？」{CTRL_0001}「こうたいは　せんとうじょうきょうに　おうじて」{CTRL_0001}「うまく　つかえるように　なっておけば」{CTRL_0001}「より　ゆうりに　たたかうことが　できるだろう」{CTRL_0001}「それじゃ　任務（にんむ）　がんばってきな！」	「怎么样？稍微习惯换人了吗？」{CTRL_0001}「要能根据战况」{CTRL_0001}「灵活使用换人」{CTRL_0001}「就能更有利地战斗」{CTRL_0001}「那么，任务就加油吧！」                                                                       	translated_aligned		
frozen	zh_txt_565c7df8_00000C_0000	msg/btl/003.m	0xC	0	long_padding	B{CTRL_8100}uフッ　しょせん　ザコは　ザコ・・・」{CTRL_0001}「激龍掌（げきりゅうしょう）！」	{CTRL_8100}「哼，杂鱼终究是杂鱼……」{CTRL_0001}「激龙掌！」               	translated_aligned		
frozen	zh_txt_f831441d_00000C_0000	msg/btl/008.m	0xC	0	long_padding	A{CTRL_8100}uロッカク　なさけないですね・・・」{CTRL_0001}「では　わたしから　いきますよ」	{CTRL_8100}六角，真没用啊……」{CTRL_0001}「那么，换我来吧」             	translated_aligned		
frozen	zh_txt_f831441d_00005E_0001	msg/btl/008.m	0x5E	1	long_padding	A{CTRL_8100}uヒヒヒ・・・すこし　あまく　みていたようですね」{CTRL_0001}「そろそろ　ほんきで　いきますよ」	{CTRL_8100}嘻嘻嘻……看来我有点小看你了」{CTRL_0001}「差不多该认真上了」           	translated_aligned		
frozen	zh_txt_e8e8dddc_00000C_0000	msg/btl/010.m	0xC	0	long_padding	A{CTRL_8100}uロッカク　なさけないですね・・・」{CTRL_0001}「では　わたしから　いきますよ」	{CTRL_8100}六角，真没用啊……」{CTRL_0001}「那就由我来吧」                	translated_aligned		
frozen	zh_txt_e8e8dddc_00005E_0001	msg/btl/010.m	0x5E	1	long_padding	A{CTRL_8100}uヒヒヒ・・・　すこし　あまく　みていたようですね」{CTRL_0001}「そろそろ　ほんきで　いきますよ」	{CTRL_8100}嘿嘿嘿……看来是有点小看你了」{CTRL_0001}「差不多该认真上了」             	translated_aligned		
frozen	zh_txt_8f76d3bc_00000E_0000	msg/btl/015.m	0xE	0	long_padding	「ククッ・・・」{CTRL_0001}「クククク・・・」	「哼…」{CTRL_0001}「哼哼…」         	translated_aligned		
frozen	zh_txt_8f76d3bc_00005C_0002	msg/btl/015.m	0x5C	2	long_padding	「・・・サスケ・・・くん・・・？」	「…佐助君…？」            	translated_aligned		
frozen	zh_txt_304f89b4_000014_0000	msg/btl/026.m	0x14	0	long_padding	　　　　　　　　　　げんさく{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　　　　　　岸本斉史{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　‐集英社「週刊少年ジャンプ」れんさい‐	原作{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0000}岸本齐史{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0000}集英社《周刊少年Jump》连载                                             	translated_aligned		
frozen	zh_txt_304f89b4_000094_0001	msg/btl/026.m	0x94	1	long_padding	　　　　　キャスト{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　うずまきナルト{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　たけうち　じゅんこ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　春野サクラ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　なかむら　ちえ	演员{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}鸣人{CTRL_0001}{CTRL_0103}{CTRL_0000}竹内顺子{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}小樱{CTRL_0001}{CTRL_0103}{CTRL_0000}中村千绘                                                                	translated_aligned		
frozen	zh_txt_304f89b4_000126_0002	msg/btl/026.m	0x126	2	long_padding	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　奈良シカマル{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　もりくぼ　しょうたろう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　秋道チョウジ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いとう　けんたろう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0	演员{CTRL_0001}{CTRL_0103}{CTRL_0002}奈良鹿丸{CTRL_0001}{CTRL_0103}{CTRL_0000}森久保祥太郎{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}秋道丁次{CTRL_0001}{CTRL_0103}{CTRL_0000}伊藤健太郎{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}山中井野{CTRL_0001}{CTRL_0103}{CTRL_	translated_aligned		
frozen	zh_txt_304f89b4_0001F4_0003	msg/btl/026.m	0x1F4	3	long_padding	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　犬塚キバ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　とりうみ　こうすけ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　日向ヒナタ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　みずき　なな{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　	演员{CTRL_0001}{CTRL_0103}{CTRL_0002}犬冢牙{CTRL_0001}{CTRL_0103}{CTRL_0000}鸟海浩辅{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}日向雏田{CTRL_0001}{CTRL_0103}{CTRL_0000}水树奈奈{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}油女志乃{CTRL_0001}{CTRL_0103}{CTRL_0000	translated_aligned		
frozen	zh_txt_304f89b4_0002B0_0004	msg/btl/026.m	0x2B0	4	long_padding	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　ロック・リー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ますかわ　よういち{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　日向ネジ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　とおちか　こういち{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}	演员{CTRL_0001}{CTRL_0103}{CTRL_0002}洛克·李{CTRL_0001}{CTRL_0103}{CTRL_0000}增川洋一{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}日向宁次{CTRL_0001}{CTRL_0103}{CTRL_0000}远近孝一{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}天天{CTRL_0001}{CTRL_0103}{CTRL_0000}	translated_aligned		
frozen	zh_txt_304f89b4_000374_0005	msg/btl/026.m	0x374	5	long_padding	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　我愛羅{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いしだ　あきら{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　テマリ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　ぱく　ろみ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　カンクロウ{	演员{CTRL_0001}{CTRL_0103}{CTRL_0002}我爱罗{CTRL_0001}{CTRL_0103}{CTRL_0000}石田彰{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}手鞠{CTRL_0001}{CTRL_0103}{CTRL_0000}朴璐美{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}勘九郎{CTRL_0001}{CTRL_0103}{CTRL_0000}加濑康之	translated_aligned		
frozen	zh_txt_304f89b4_000426_0006	msg/btl/026.m	0x426	6	long_padding	　　　　　キャスト{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　はたけカカシ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いのうえ　かずひこ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　マイト・ガイ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　えばら　まさし	演员{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}旗木卡卡西{CTRL_0001}{CTRL_0103}{CTRL_0000}井上和彦{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}迈特·凯{CTRL_0001}{CTRL_0103}{CTRL_0000}江原正士                                                  	translated_aligned		
frozen	zh_txt_304f89b4_0004B8_0007	msg/btl/026.m	0x4B8	7	long_padding	　　　　　キャスト	演员            	translated_aligned		
frozen	zh_txt_304f89b4_0004D4_0008	msg/btl/026.m	0x4D4	8	long_padding	　　　　ギャルナルト{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　こぐれ　えま	辣妹鸣人{CTRL_0001}{CTRL_0103}{CTRL_0000}小暮英麻                	translated_aligned		
frozen	zh_txt_304f89b4_00050E_0009	msg/btl/026.m	0x50E	9	long_padding	　　　　　キャスト	演员            	translated_aligned		
frozen	zh_txt_304f89b4_00052A_0010	msg/btl/026.m	0x52A	10	long_padding	　　　　うみのイルカ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　せき　としひこ	海野伊鲁卡{CTRL_0001}{CTRL_0103}{CTRL_0000}关俊彦                  	translated_aligned		
frozen	zh_txt_304f89b4_000566_0011	msg/btl/026.m	0x566	11	long_padding	　　　　　キャスト{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　桃地再不斬{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いしづか　うんしょう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　白{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　あさの　まゆみ	演员{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}桃地再不斩{CTRL_0001}{CTRL_0103}{CTRL_0000}石冢运升{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}白{CTRL_0001}{CTRL_0103}{CTRL_0000}浅野麻由美                                             	translated_aligned		
frozen	zh_txt_304f89b4_0005EE_0012	msg/btl/026.m	0x5EE	12	long_padding	　　　　　キャスト{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　うちはイタチ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　いしかわ　ひでお{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　干柿鬼鮫{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　だん　ともゆき	配音{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}宇智波鼬{CTRL_0001}{CTRL_0103}{CTRL_0000}石川英郎{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}干柿鬼鲛{CTRL_0001}{CTRL_0103}{CTRL_0000}檀臣幸                                                 	translated_aligned		
frozen	zh_txt_304f89b4_00067A_0013	msg/btl/026.m	0x67A	13	long_padding	　　　　　キャスト{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　自来也{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　おおつか　ほうちゅう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　綱手{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　かつき　まさこ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　大蛇	配音{CTRL_0001}{CTRL_0103}{CTRL_0002}自来也{CTRL_0001}{CTRL_0103}{CTRL_0000}大塚芳忠{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}纲手{CTRL_0001}{CTRL_0103}{CTRL_0000}胜生真沙子{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}大蛇丸{CTRL_0001}{CTRL_0103}{CTRL_0000}鲸	translated_aligned		
frozen	zh_txt_304f89b4_000728_0014	msg/btl/026.m	0x728	14	long_padding	　　　　　キャスト	配音            	translated_aligned		
frozen	zh_txt_304f89b4_000744_0015	msg/btl/026.m	0x744	15	long_padding	　　　　うちはサスケ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　すぎやま　のりあき	宇智波佐助{CTRL_0001}{CTRL_0103}{CTRL_0000}杉山纪彰                   	translated_aligned		
frozen	zh_txt_304f89b4_000784_0016	msg/btl/026.m	0x784	16	long_padding	　　　　　キャスト	配音            	translated_aligned		
frozen	zh_txt_304f89b4_0007A0_0017	msg/btl/026.m	0x7A0	17	long_padding	　　　　三代目火影・猿飛{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　しばた　ひでかつ	三代目火影·猿飞{CTRL_0001}{CTRL_0103}{CTRL_0000}柴田秀胜             	translated_aligned		
frozen	zh_txt_304f89b4_0007E4_0018	msg/btl/026.m	0x7E4	18	long_padding	　　　　シニアエグゼクティブプロデューサー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　とみやま　かんたろう{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　エグゼクティブプロデューサー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　かみお　しゅんじ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　ゼネラルマネージャー{CTRL	资深执行制作人{CTRL_0001}{CTRL_0103}{CTRL_0000}富山干太郎{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}执行制作人{CTRL_0001}{CTRL_0103}{CTRL_0000}神尾旬治{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}总经理{CTRL_0001}{CTRL_0103}{CTRL_0000}森冈俊广                         	translated_aligned		
frozen	zh_txt_304f89b4_0008D0_0019	msg/btl/026.m	0x8D0	19	long_padding	　　　　マネージャー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　よこた　すぐる{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　チーフマーケティング{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　もりおか　としひろ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　マーケティング{CTRL_0001}{CTRL_0103}{CT	经理{CTRL_0001}{CTRL_0103}{CTRL_0000}横田卓{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}首席市场营销{CTRL_0001}{CTRL_0103}{CTRL_0000}森冈俊广{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}市场营销{CTRL_0001}{CTRL_0103}{CTRL_0000}大场慎一郎{CTRL_0001}{CTRL_0103}{CTRL_0	translated_aligned		
frozen	zh_txt_304f89b4_0009D8_0020	msg/btl/026.m	0x9D8	20	long_padding	　　　　セールススタッフ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　つぼもと　きみひこ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　やまもと　かずひこ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　かねの　なおき{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　てらもと　かずし	销售人员{CTRL_0001}{CTRL_0103}{CTRL_0000}坪本公彦{CTRL_0001}{CTRL_0103}{CTRL_0000}山本和彦{CTRL_0001}{CTRL_0103}{CTRL_0000}金野直树{CTRL_0001}{CTRL_0103}{CTRL_0000}寺本和史                                                                      	translated_aligned		
frozen	zh_txt_304f89b4_000A7E_0021	msg/btl/026.m	0xA7E	21	long_padding	　　　　きょうりょく{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　こやま　やすし{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　おざわ　ふみひこ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　もり　としひろ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　いわさき　まさひろ{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　きた　こうし{CT	协力{CTRL_0001}{CTRL_0103}{CTRL_0000}小山泰{CTRL_0001}{CTRL_0103}{CTRL_0000}小泽文彦{CTRL_0001}{CTRL_0103}{CTRL_0000}森俊博{CTRL_0001}{CTRL_0103}{CTRL_0000}岩崎正广{CTRL_0001}{CTRL_0103}{CTRL_0000}北浩司{CTRL_0001}{CTRL_0103}{CTRL_0000}西洼房子{CTRL_0001}{CTRL_01	translated_aligned		
frozen	zh_txt_304f89b4_000BA8_0022	msg/btl/026.m	0xBA8	22	long_padding	　　　せいさくスタッフ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　メインコーディネーター{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　にしむら　こずえ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　コーディネーター{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　たにむら　ともひろ{CTRL_0001}{CTRL_0103	制作人员{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}主协调{CTRL_0001}{CTRL_0103}{CTRL_0000}西村梢{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}协调{CTRL_0001}{CTRL_0103}{CTRL_0000}谷村智宏{CTRL_0001}{CTRL_0103}{CTRL_0000}近藤裕史{CTRL_0001}{CTRL_0103}{CTRL_0000}	translated_aligned		
frozen	zh_txt_304f89b4_000CAE_0023	msg/btl/026.m	0xCAE	23	long_padding	　　　　メインプログラマー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　つるまき　まさふみ{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　プログラマー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　おおはし　ひろかず{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　やそしま　かずひろ{CTRL_0001}{CTRL_0103}{CTRL_0000	主程序员{CTRL_0001}{CTRL_0103}{CTRL_0000}鹤卷雅文{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}程序员{CTRL_0001}{CTRL_0103}{CTRL_0000}大桥博一{CTRL_0001}{CTRL_0103}{CTRL_0000}八十岛一浩{CTRL_0001}{CTRL_0103}{CTRL_0000}中村浩{CTRL_0001}{CTRL_0103}{CTRL_0000}时田泰隆{CTR	translated_aligned		
frozen	zh_txt_304f89b4_000DBA_0024	msg/btl/026.m	0xDBA	24	long_padding	　　　　プログラマー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　おおくぼ　なおき{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　かみたに　ほだか{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　　ほざき　ゆたか{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}　　　　メインデザイナー{CTRL_0001}{CTRL_0103}{CTRL_0000}　　　　	程序员{CTRL_0001}{CTRL_0103}{CTRL_0000}大久保直树{CTRL_0001}{CTRL_0103}{CTRL_0000}神谷穗高{CTRL_0001}{CTRL_0103}{CTRL_0000}穗崎丰{CTRL_0001}{CTRL_0001}{CTRL_0103}{CTRL_0002}主设计师{CTRL_0001}{CTRL_0103}{CTRL_0000}铃木元宏                                         	translated_aligned		
