id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note
zh_txt_1ef20901_0000FA_0001	txt_1ef20901_0000FA_0001	message	msg/btl/002.m	0xFA	1	81 75 82 df 82 f1 82 c7 82 ad 82 b9 81 5b 82 c8 81 45 81 45 81 45 01 01 3c 00 81 40 83 60 83 87 83 45 83 57 81 49 81 40 82 b1 82 a4 82 bd 82 a2 82 b5 82 c4 82 ad 82 ea 81 76 03 00	「めんどくせーな・・・{CTRL_0101}<{CTRL_8100}@チョウジ！　こうたいしてくれ」		CTRL_0101 CTRL_8100	pending_translation	unknown	yes		
zh_txt_1ef20901_000140_0002	txt_1ef20901_000140_0002	message	msg/btl/002.m	0x140	2	81 75 82 a4 82 dc 82 ad 81 40 82 b1 82 a4 82 bd 82 a2 82 c5 82 ab 82 bd 82 e6 82 a4 82 be 82 c8 81 76 01 00 81 75 82 b1 82 a4 82 bd 82 a2 82 b5 82 c4 82 e0 81 40 82 b6 82 d4 82 f1 82 cc 81 40 83 5e 81 5b 83 93 82 cd 81 40 82 a8 82 ed 82 e7 82 c8 82 a2 82 a9 82 e7 81 76 01 00 81 75 82 b9 82 c1 82 ab 82 e5 82 ad 82 c4 82 ab 82 c9 81 40 82 b1 82 a4 82 bd 82 a2 82 f0 81 40 82 a8 82 b1 82 c8 82 a4 82 c6 82 a2 82 a2 81 76 03 00	「うまく　こうたいできたようだな」{CTRL_0001}「こうたいしても　じぶんの　ターンは　おわらないから」{CTRL_0001}「せっきょくてきに　こうたいを　おこなうといい」		CTRL_0001 CTRL_0001	pending_translation	unknown	yes		
zh_txt_1ef20901_0001D8_0003	txt_1ef20901_0001D8_0003	message	msg/btl/002.m	0x1D8	3	81 75 82 c7 82 a4 82 be 81 48 81 40 82 b1 82 a4 82 bd 82 a2 82 c9 81 40 82 b7 82 b1 82 b5 82 cd 81 40 82 c8 82 ea 82 bd 82 a9 81 48 81 76 01 00 81 75 82 b1 82 a4 82 bd 82 a2 82 cd 81 40 82 b9 82 f1 82 c6 82 a4 82 b6 82 e5 82 a4 82 ab 82 e5 82 a4 82 c9 81 40 82 a8 82 a4 82 b6 82 c4 81 76 01 00 81 75 82 a4 82 dc 82 ad 81 40 82 c2 82 a9 82 a6 82 e9 82 e6 82 a4 82 c9 81 40 82 c8 82 c1 82 c4 82 a8 82 af 82 ce 81 76 01 00 81 75 82 e6 82 e8 81 40 82 e4 82 a4 82 e8 82 c9 81 40 82 bd 82 bd 82 a9 82 a4 82 b1 82 c6 82 aa 81 40 82 c5 82 ab 82 e9 82 be 82 eb 82 a4 81 76 01 00 81 75 82 bb 82 ea 82 b6 82 e1 81 40 94 43 96 b1 81 69 82 c9 82 f1 82 de 81 6a 81 40 82 aa 82 f1 82 ce 82 c1 82 c4 82 ab 82 c8 81 49 81 76 03 00	「どうだ？　こうたいに　すこしは　なれたか？」{CTRL_0001}「こうたいは　せんとうじょうきょうに　おうじて」{CTRL_0001}「うまく　つかえるように　なっておけば」{CTRL_0001}「より　ゆうりに　たたかうことが　できるだろう」{CTRL_0001}「それじゃ　任務（にんむ）　がんばってきな！」		CTRL_0001 CTRL_0001 CTRL_0001 CTRL_0001	pending_translation	unknown	yes		
zh_txt_565c7df8_00000C_0000	txt_565c7df8_00000C_0000	message	msg/btl/003.m	0xC	0	42 00 81 75 83 74 83 62 81 40 82 b5 82 e5 82 b9 82 f1 81 40 83 55 83 52 82 cd 81 40 83 55 83 52 81 45 81 45 81 45 81 76 01 00 81 75 8c 83 97 b4 8f b6 81 69 82 b0 82 ab 82 e8 82 e3 82 a4 82 b5 82 e5 82 a4 81 6a 81 49 81 76 03 00	B{CTRL_8100}uフッ　しょせん　ザコは　ザコ・・・」{CTRL_0001}「激龍掌（げきりゅうしょう）！」		CTRL_8100 CTRL_0001	pending_translation	unknown	yes		
zh_txt_565c7df8_000062_0001	txt_565c7df8_000062_0001	message	msg/btl/003.m	0x62	1	81 75 82 a4 82 ed 82 a0 82 a0 82 a0 81 49 81 49 81 76 03 00	「うわあああ！！」			pending_translation	unknown	yes		
zh_txt_565c7df8_000080_0002	txt_565c7df8_000080_0002	message	msg/btl/003.m	0x80	2	81 75 82 ab 82 e1 82 9f 82 9f 82 9f 81 49 81 49 81 76 03 00	「きゃぁぁぁ！！」			pending_translation	unknown	yes		
zh_txt_565c7df8_00009E_0003	txt_565c7df8_00009E_0003	message	msg/btl/003.m	0x9E	3	81 75 82 ae 82 c1 81 49 81 49 81 76 03 00	「ぐっ！！」			pending_translation	unknown	yes		
zh_txt_565c7df8_0000B6_0004	txt_565c7df8_0000B6_0004	message	msg/btl/003.m	0xB6	4	81 75 82 ab 82 e1 82 9f 82 9f 82 9f 81 49 81 49 81 76 03 00	「きゃぁぁぁ！！」			pending_translation	unknown	yes		
zh_txt_565c7df8_0000D4_0005	txt_565c7df8_0000D4_0005	message	msg/btl/003.m	0xD4	5	81 75 82 ae 82 9f 82 9f 82 9f 82 c1 81 49 81 49 81 76 03 00	「ぐぁぁぁっ！！」			pending_translation	unknown	yes		
zh_txt_f831441d_00000C_0000	txt_f831441d_00000C_0000	message	msg/btl/008.m	0xC	0	41 00 81 75 83 8d 83 62 83 4a 83 4e 81 40 82 c8 82 b3 82 af 82 c8 82 a2 82 c5 82 b7 82 cb 81 45 81 45 81 45 81 76 01 00 81 75 82 c5 82 cd 81 40 82 ed 82 bd 82 b5 82 a9 82 e7 81 40 82 a2 82 ab 82 dc 82 b7 82 e6 81 76 03 00	A{CTRL_8100}uロッカク　なさけないですね・・・」{CTRL_0001}「では　わたしから　いきますよ」		CTRL_8100 CTRL_0001	pending_translation	unknown	yes		
zh_txt_f831441d_00005E_0001	txt_f831441d_00005E_0001	message	msg/btl/008.m	0x5E	1	41 00 81 75 83 71 83 71 83 71 81 45 81 45 81 45 82 b7 82 b1 82 b5 81 40 82 a0 82 dc 82 ad 81 40 82 dd 82 c4 82 a2 82 bd 82 e6 82 a4 82 c5 82 b7 82 cb 81 76 01 00 81 75 82 bb 82 eb 82 bb 82 eb 81 40 82 d9 82 f1 82 ab 82 c5 81 40 82 a2 82 ab 82 dc 82 b7 82 e6 81 76 03 00	A{CTRL_8100}uヒヒヒ・・・すこし　あまく　みていたようですね」{CTRL_0001}「そろそろ　ほんきで　いきますよ」		CTRL_8100 CTRL_0001	pending_translation	unknown	yes		
